video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,like_ratio,comment_ratio
7BUEKSFwk7Q,17.14.11,"Mission IAS 2018 : 13 November, 2017 The Hindu Daily Editorial Discussion",only ias,27,2017-11-13T03:13:24.000Z,[none],23114,0,0,0,https://i.ytimg.com/vi/7BUEKSFwk7Q/default.jpg,True,True,False,0.0,
EU-y4Y7khJU,17.14.11,Bithiri Sathi Turns Brand Ambassador For Chicken | Teenmaar News | V6 News,V6 News Telugu,25,2017-11-11T16:20:17.000Z,"Bithiri Sathi|""Bithiri Sathi Imitates sayaji shinde""|""Bithiri Sathi As Brand Ambassador""|""Brand Ambassador For Chicken""|""Brand Ambassador For Eggs""|""Bithiri Sathi On Sayaji Shinde""|""Sayaji Shinde""|""Actor Sayaji Shinde""|""National Egg Coordination Committee""|""Brand Ambassador""|""Egg Brand Ambassador""|""egg""|""egg health benefits""|""egg nutrition""|""protein""|""fat""|""health benefits of egg""|""bolied egg""|""health benefits of eggs""|""teenmaar News""|""V6 News""|""V6 teenmaar News""|""Bithiri Sathi Prakash Raj""",357019,2487,219,326,https://i.ytimg.com/vi/EU-y4Y7khJU/default.jpg,False,False,False,0.6966015814284394,762.883435582822
pw3iSkTRJWw,17.14.11,Kuladheivam SUN TV Episode - 771 (13-11-17),THIRU TV,24,2017-11-13T14:30:00.000Z,"kuladheivam|""kuladheivam 13.11.2017.""|""kuladheivam episode 771” suntv kuladheivam 13/11/2017.""|""kuladeivam sun tv serial""|""kuladheivam new serial""|""kuladheivam new sun tv serial""|""kuladheivam nadhaswaram replacement""|""nadhaswaram""|""thiru tv""|""kulatheivam 13.11.2017.""|""kuladheivam 13-11-17.""|""kulatheivam episode 771” SUN TV SERIAL""|""kuladheivam today""|""kulatheivam today""|""kuladheivam yesterday""|""kulatheivam yesterday""|""kulatheivam serial 13.11.2017""|""thirupictures""|""thirumurugan""|""thirutv""",117022,466,135,24,https://i.ytimg.com/vi/pw3iSkTRJWw/default.jpg,False,False,False,0.39821572012100287,1941.6666666666667
NTiSvK7c810,17.14.11,சசிகலா குடும்பத்துக்கு  ஆப்பு  வைத்த  ஜெயானந்த் கொளுத்தி போட்ட தீ,TAMIL CINEMA CINI MINI,25,2017-11-13T09:42:18.000Z,"tamil politics news|""recent tamil politics news today""|""latest tamil politics news today""|""tamil news live""|""recent tamil news""|""tamil news today""|""tamil political news live""|""tamil political news in english""|""latest tamil news""|""tamil breaking news""|""tamil top news""|""top news tamil""|""recent tamil news today""|""breaking news tamil""|""tamil news""",32811,48,27,1,https://i.ytimg.com/vi/NTiSvK7c810/default.jpg,False,False,False,0.14629240193837434,4800.0
g7BHnHzwOVo,17.14.11,10 Years Old - Pyar Ho Jayega Prank on Girls by Kid | Prank In India | The HunGama Films,The HunGama Films - Ab Mauj Legi Dilli,24,2017-11-13T04:30:00.000Z,"the hungama films|""10 years old""|""pyar ho jayega on girls""|""10 year old picking up girls""|""11 year old kid picking up hot girls""|""kid picking up girls""|""picking up girls""|""10 years old kid prank""|""kid picking up girl""|""child picking up girls""|""picking up chicks""|""kid prank""|""prank in india""|""pranks in india 2017""|""indian prank""|""prank on girls""|""best pranks 2017""|""pranks in 2017""|""best pranks of 2017""|""prank on cute girls""|""prank on hot girls""|""prank on indian girls""|""hot girls prank""",263844,9983,677,514,https://i.ytimg.com/vi/g7BHnHzwOVo/default.jpg,False,False,False,3.783675202013311,1942.2178988326848
tA-cUlv-3Z8,17.14.11,(11/11/2017) Kelvikkenna Bathil | Exclusive Interview with Former Finance Minister P.Chidambaram,Thanthi TV,25,2017-11-11T16:57:20.000Z,"Thanthi TV|""Thanthi""|""Tamil Nadu News""|""BJP cannot break Congress""|""P. Chidambaram""|""P. Chidambaram Interview""|""Sonia Gandhi""|""Congress""|""BJP""|""BJP Govt""|""Narendra Modi""|""PM Modi""|""Amit Shah""|""Rahul Gandhi""|""Rajya Sabha""|""Nirmala Sitharaman""|""NEET""|""Neet Exemption""|""P. Chidambaram Twitter""|""AIADMK""|""AIADMK Govt""|""kelvikkenna bathil""|""Arun Jailley""|""Corruption""|""GST""|""GST Rates""|""GST Council Meet""|""Demonetization""|""Black Day""|""Finance Minister""|""IT Raid""|""Rangaraj Pandey""|""Old Currency Notes""",202926,2057,244,896,https://i.ytimg.com/vi/tA-cUlv-3Z8/default.jpg,False,False,False,1.0136700077860894,229.57589285714283
SVc0gV3pWC0,17.14.11,Haq Se Qarib Qarib Singlle - featuring Irrfan Khan.,Zakir Khan,22,2017-11-09T10:28:36.000Z,"Trailer|""Funny""|""Interview""|""bollywood""|""sakhtlaunda""|""sakht""|""zakirkhan""|""irfankhan""",1353040,53866,1111,2232,https://i.ytimg.com/vi/SVc0gV3pWC0/default.jpg,False,False,False,3.981109205936262,2413.351254480287
PVyuSPi0brM,17.14.11,सुबह-सुबह अजवाइन का पानी 4 दिन पीने के बाद आप खुद चौकन्ने हो जायेंगे// Ayurved Samadhan,Ayurved Samadhan,26,2017-11-13T09:31:37.000Z,"Ayurved samadhan|""beauty""|""madhumeh""|""nuskha""|""nuskhe""|""gharelu upay""|""fat""|""belly fat""|""long hair""|""slim body""|""food""|""healthy food""|""daily routine""|""सुबह-सुबह अजवाइन का पानी 4 दिन पीने के बाद आप खुद चौकन्ने हो जायेंगे// Ayurved Samadhan""",24700,360,30,13,https://i.ytimg.com/vi/PVyuSPi0brM/default.jpg,False,False,False,1.45748987854251,2769.2307692307695
sOwXjFMy17Y,17.14.11,నవంబర్ 13   (చివరి కార్తిక సోమవారం) ఇది ఒక్కటి తింటే  దీపం దానం చేసినంత పుణ్యం మరియు అదృష్టం,local telugu,22,2017-11-13T03:59:37.000Z,[none],55523,220,41,5,https://i.ytimg.com/vi/sOwXjFMy17Y/default.jpg,False,False,False,0.39623219206454985,4400.0
r0wnuv1X1Z0,17.14.11,"Samantha , Naga Chaitanya Wedding Reception held in Hyderabad",ETV Telangana,25,2017-11-12T16:35:59.000Z,"ETV|""ETVTelugu""|""ETV NewsVideo""|""National News Video""|""ETV World""|""ETV andhravani""|""andhravaniVideo""|""ETV Talkies""|""Etv11""|""Etv andhra pradeshNews""|""andhravani""|""Etv Ghantaravam""|""Etv11 india""|""Telugu News""|""Etv AP""|""AP News""|""AP""|""Etv Telugu""|""Etv News Live Video""|""Etv Sakhi""|""Etv Sukhibhava""|""Health Magazine""|""Health Show""|""Etv Margadarsi""|""ETV Aaha""|""Latest News Videos""|""Munrdhadugu""|""Lakshyam""|""ETV Telangana""|""Telangana News""|""Telangana Latest News""|""Telangana Updates""|""ETV Live""|""Live TV""|""latest News""",24276,1,1,1,https://i.ytimg.com/vi/r0wnuv1X1Z0/default.jpg,False,False,False,0.004119294776734223,100.0
WZIsINLpDcA,17.14.11,வள்ளி | Valli | Sun TV | Tamil Serial | Episode 1425 Promo,Saregama TVShows,24,2017-11-13T06:05:04.000Z,"Ramji|""Indraja""|""Sadhana""|""Rani""|""Pooja""|""Raj Kumar""|""Valli""|""Vidhya""|""Paulraj""|""Dev anand""|""Sunil""|""Saregama""|""Tamil TV shows""|""drama""|""kollywood actors""|""chinnathirai""|""sun tv""|""Valli Epi 1425 Promo""|""Valli 1425""|""13th November""|""Suntv shows""|""SUNTV""|""tamil serial promo""|""Tamil serials""",58675,226,23,30,https://i.ytimg.com/vi/WZIsINLpDcA/default.jpg,False,False,False,0.3851725607158074,753.3333333333334
KPSK2qOPvuU,17.14.11,Mooli Gajar ka mix Achaar । सर्दियों के लिये खास गाजर मूली का अचार । Gaazar Muli Pickle,Nisha Madhulika,26,2017-11-13T05:18:42.000Z,"Gajar Aur Mooli Ka Mix Achaar Recipe Recipe of making Gajar|""Mooli""|""Phool Gobhi & Shaljam ka Achar""|""Gajar aur mooli ka Achar Mixed Vegetable Pickle Instant Carrot Pickle Recipe""|""gajar muli ka achar Mix vegetable Achar""|""Sabzi Ka Achaar""|""mooli ka achar in hindi""|""gajar gobhi shalgam ka achar in hindi""|""mix achar banane ki vidhi hindi me""|""punjabi gajar ka achar""|""carrot achar recipe in hindi""",73579,2095,84,547,https://i.ytimg.com/vi/KPSK2qOPvuU/default.jpg,False,False,False,2.8472797945065844,382.9981718464351
XU6iH5LHwDw,17.14.11,హిజ్రాల నుంచి ఈ వస్తువు తీసుకుంటే మీ జీవితం మారిపోతుంది | Change Your Life | Mana Telugu,Mana Telugu,22,2017-11-12T04:30:00.000Z,"వారి|""దగ్గరి""|""నుండి""|""ఒక్క""|""వస్తువు""|""తీసుకోగలిగితే""|""ఇంక""|""అంతే""|""hijra""|""hijra life""|""hijra secrets""|""hijra strory in telugu""|""hijra in telugu""|""hijra story""|""latest videos""|""hijra dance""|""hijra life style""|""transgender""|""hijra in india""|""hijra special interview""|""hijra dance in india""|""hijra street dance""|""hijra dance videos""|""hijra fight""|""indian hijra""|""indian hijra dance""|""hijra hot dance""|""beautiful hijra""|""top 5 transgenders""|""a hijra life story""|""హిజ్రాల నుంచి ఈ వస్తువు తీసుకుంటే మీ జీవితం మారిపోతుంద్""",65054,349,28,0,https://i.ytimg.com/vi/XU6iH5LHwDw/default.jpg,True,False,False,0.5364773880161097,inf
4f20l8mdBh0,17.14.11,Ramaleela Success Trailer | Dileep | Arun Gopy | Mulakkuppadam Films,Mulakuppadam Films,24,2017-11-11T10:30:00.000Z,"Ramaleela|""Ramaleela Success Trailer""|""Dileep""|""Arun Gopy""|""Mulakkuppadam Films""|""Ramaleela Official teaser""|""Arun Gopi""|""Mulakuppadam Films""|""new release malayalam film""|""teaser""|""official teaser""|""dileep""|""dileep news""|""dileep new movie""|""dileep film""|""dileep latest film""|""Tomichan Mulakuppadam""|""pulimurugan""|""Gopi Sunder""|""latest dileep malayalam film""|""malayalam film""|""hit movie""|""popular film""",132421,3509,89,294,https://i.ytimg.com/vi/4f20l8mdBh0/default.jpg,False,False,False,2.649881816328226,1193.5374149659865
Jwa0Qh1muyA,17.14.11,రిసెప్షన్ లో సమంత వేసుకున్న డ్రెస్ ఎన్ని లక్షల్లో తెలిస్తే షాక్ | Samantha Dress Cost,Tollywood Nagar,24,2017-11-13T04:12:58.000Z,"Samantha Dress Cost|""Samantha Dress""|""Chay-Sam Grand Reception""|""Grand Reception for #ChaySam""|""Naga Chaitanya and Samantha Ruth Prabhu wedding""|""samantha naga chaitanya wedding videos""|""ChaiSam Wedding Reception LIVE""|""Naga Chaitanya Samantha marriage video""|""Naga Chaitanya Samantha Wedding pics""|""Samantha and Naga Chaitanya reception full video""|""naga chaitanya""|""chaysam reception""|""Naga Chaitanya - Samantha Akkineni Reception""|""Nagarjuna""|""Naga Chaitanya Samantha""|""Samantha marriage photos""",58019,87,31,0,https://i.ytimg.com/vi/Jwa0Qh1muyA/default.jpg,True,False,False,0.14995087816060257,inf
SDG5U00mS_U,17.14.11,Snippets From The IBPS PO/CLERK SEMINAR By ADDA247 Video Team,Adda247 :Official Channel of BankersAdda & SSCAdda,27,2017-11-13T07:58:05.000Z,"Adda 247|""bankersadda""|""bankers adda""|""ssc adda""|""sscadda""|""ibps""|""bank po""|""SSC""|""SSC CGL""|""adda247""|""adda""|""current affairs""|""banking""|""po""|""government exam""|""bank exam""|""banking classes""|""competitive exam""|""sbi po""|""rrb""|""lic""|""railways""|""upsc""|""self preparation""|""imprtant topic""|""free classess""|""free coaching""|""online bank coaching""|""online ssc coaching""",12790,234,22,46,https://i.ytimg.com/vi/SDG5U00mS_U/default.jpg,False,False,False,1.8295543393275997,508.69565217391306
5zHIyadCwwE,17.14.11,"Tech Talks #346 - Moto X4, BharatNet II, iPhone X FaceID, Indigo Laptop Smoke, Rubber Electricity",Technical Guruji,28,2017-11-13T16:58:20.000Z,"Moto X4|""Oneplus 5T""|""Jio Latest""|""technical guruji""|""technicalguruji""|""Tech news""|""tech talks""|""latest tech news""|""technology""|""india""|""hindi""|""latest""|""jio plans""|""Latest""|""latest updates""|""trick""|""Tech""|""online""|""Daily News""|""Hindi News""|""Jio Prime Plans""|""5G India""|""FREE DATA""|""Airtel""|""Jio Latest News""|""Idea""|""Vodafone""|""India""|""Gaurav Chaudhary""|""Fidget Spinner""|""Lenovo K8 Note""|""LG Q6""|""Note 8""|""Jio Phone Delivery""|""Tech Talks #346""|""Flipkart""|""iPhone X Unboxing""|""Nokia 7""|""iPhone X""",153384,29321,750,1787,https://i.ytimg.com/vi/5zHIyadCwwE/default.jpg,False,False,False,19.116074688363845,1640.794627867935
Uf_rqW2yTgs,17.14.11,Rana Having Fun With Samantha Naga Chaitanya @Naga Chaitanya and Samantha Reception #9Roses Media,9Roses Media,24,2017-11-12T18:41:39.000Z,"#9RosesMedia|""Rana Having Fun With Samantha Naga Chaitanya @Naga Chaitanya and Samantha Reception #9Roses Media""|""Rana Having Fun With Samantha Naga Chaitanya""|""Naga Chaitanya and Samantha Reception""|""rana""|""rana daggubati""|""samantha wedding""|""samantha reception""|""naga chaitanya wedding""|""naga chaitanya reception""|""naga chaitanya""|""samantha""|""akkineni family""|""nagarjuna""|""akhil""|""amala""|""venkatesh""|""daggubati family""|""samantha naga chaitanya""|""rana fun""",75843,55,35,4,https://i.ytimg.com/vi/Uf_rqW2yTgs/default.jpg,False,False,False,0.07251822844560474,1375.0
tzlF8oZd2BU,17.14.11,"engagement काका कुमाणसी का सगाई में भिजोल ,राजस्थानी हरयाणवी कॉमेडी",Murari Ki Kocktail,1,2017-11-11T11:35:45.000Z,"rajasthani comedy marwari comedy hariyani comedy|""मारवाड़ी कॉमेडी""|""मारवाडी फिल्म""|""मुरारी लाल""|""राजस्थानी कॉमेडी""|""हरियाणी कॉमेडी""|""मुरारीलाल वीडियो""|""rajsthani comedy""|""haryanvi comedy""|""murarilal video""|""murari ki cocktail""|""engagement""|""comedy video""",269593,3931,390,640,https://i.ytimg.com/vi/tzlF8oZd2BU/default.jpg,False,False,False,1.4581239127128671,614.21875
3QsBs8JM3sM,17.14.11,"Half Boil | Web Series - Episode 7 | Gopi,Sudhakar,Javith | Madras Central",Madras Central,24,2017-11-10T11:36:01.000Z,"madrascentral|""halfboil""|""episode7""|""paridhabangal""|""gopi""|""sudhakar""|""madras masala""|""madras central""|""gosu""|""half boil episode 7""",868921,34242,1317,4604,https://i.ytimg.com/vi/3QsBs8JM3sM/default.jpg,False,False,False,3.9407495042702383,743.7445699391833
2Vv-BfVoq4g,17.14.11,Ed Sheeran - Perfect (Official Music Video),Ed Sheeran,10,2017-11-09T11:04:14.000Z,"edsheeran|""ed sheeran""|""acoustic""|""live""|""cover""|""official""|""remix""|""official video""|""lyrics""|""session""",33523622,1634126,21082,85067,https://i.ytimg.com/vi/2Vv-BfVoq4g/default.jpg,False,False,False,4.874550846564253,1920.9869867281086
hJ6nM40tuKQ,17.14.11,ലൈവിൽ വന്നു ഭാരിയക്ക്‌  പാട്ടു പാടി കൊടുത്തു ചാക്കോച്ചൻ.!!! ക്ലൈമാക്സ്‌ മിസ്സ്‌ ആക്കല്ലേ... !!!,Malayalam Media,24,2017-11-13T01:53:12.000Z,[none],209606,3739,118,245,https://i.ytimg.com/vi/hJ6nM40tuKQ/default.jpg,False,False,False,1.783822982166541,1526.1224489795918
3BF-iAMjciE,17.14.11,मृत अनिकेत कोथळेंच्या मुलीचा आर्त सवाल,ZEE 24 TAAS,25,2017-11-12T08:12:19.000Z,"zee24taas|""marathi video""|""marathi news""|""Breaking News""|""Watch Video""|""Politics""|""Crime""|""Zee TV""|""News""|""मराठी व्हिडिओ""|""झी २४ तास""|""मराठी बातम्या""|""Sangli Aniket Kothle Daughter Pranjal Painful Question Ask To Police""|""अनिकेत कोथळे""|""Aniket Kothle""|""Sangli""|""Police""|""पोलिस""|""सांगली""|""प्रांजल कोथळे""|""Pranjal""",37616,17,0,5,https://i.ytimg.com/vi/3BF-iAMjciE/default.jpg,False,False,False,0.04519353466609953,340.0
_Qh5u5U9h80,17.14.11,Uppum Mulakum│Flowers│EP# 473,Flowers Comedy,24,2017-11-11T08:44:35.000Z,"flowers tv|""uppum mulakum""|""uppum""|""biju sopanam""|""Balanchandran""|""Neelima""|""juhi rustagi""|""flower tv comedy""|""flower tv malayalam""|""balanchandran""|""entertainment""|""best comedy serial malayalam""|""s p sreekumar""|""college campus comedy""|""marimayam""|""sneha sreekumar""|""programme""|""moosa""|""m80 moosa""|""funny""|""flower tv comedy night""|""malayalam comedy""|""+uppum mulakum""",482839,3978,248,848,https://i.ytimg.com/vi/_Qh5u5U9h80/default.jpg,False,False,False,0.8238771101754414,469.1037735849057
6I2yAoxBRtI,17.14.11,Virgin Woman Diaries | Season FINALE | Web Series | Kabir Sadanand | FrogsLehren | HD,Frogs Lehren,1,2017-11-13T05:30:00.000Z,"VirginWomanDiaries|""Season Finale""|""Episode 11""|""Amit""|""Kiara""|""Virgin Woman Diaries""|""Married Woman Diaries""|""Manu Chobe""|""Archita Agarwal""|""Meera Short Film""|""Web Series""|""Kabir Sadanand""|""RJ Urmin""|""SonyLIV""|""Lehren TV""|""Hungama""|""Virgin Web Series""|""Virgin Woman Diaries Web Series""|""Virgin Woman Diaries Episode""|""latest web series""|""web series 2017""|""Virgin Woman Diaries Kiara""|""web series hindi""|""web series by kabir sadanand""",181117,3218,222,517,https://i.ytimg.com/vi/6I2yAoxBRtI/default.jpg,False,False,False,1.7767520442586837,622.4371373307544
u84lPMD6UaE,17.14.11,Samantha Hilarious Comedy with Vennala Kishore and sai Dharam Tej | NewsMax Telugu,NewsMax,24,2017-11-10T20:00:04.000Z,"Samantha Hilarious Comedy|""Vennala Kishore and sai Dharam Tej""|""Vennala Kishore""|""sai Dharam Tej""|""bala krishnudu""|""nara rohit""|""nara rohit balakrishnudu""|""balakrishnudu songs""|""bala krishnudu trailer""|""bala krishnudu movie""",146859,421,52,5,https://i.ytimg.com/vi/u84lPMD6UaE/default.jpg,False,False,False,0.2866695265526798,8420.0
qgasli1u-Ag,17.14.11,AUNTY KI GHANTI PART 2 | FULL MUSIC VIDEO,Mallika,23,2017-11-11T08:34:08.000Z,"lyricist|""aunty ki gunty rap""|""aunty ki ganti by omprakash mishra""|""best rapper in the world""|""rapper in india""|""fast""|""bol na aunty aun kya shot omprakash mishra""|""aunty ki ghanti part 2""|""omprakash mishra""|""boloauny aau kya""|""ghanti""|""aunty""|""part 2""|""new""|""rap""|""song""|""comedy""|""memes""|""funny""|""Omprakash mishra part 2""|""Aunty ki Ghanti part 2 video""|""Aunty Ghanti part 2 full music video""|""Om Prakash Mishra aunty ki Ghanti part 2""|""mallika""|""malliak roast""",108414,3771,5349,2491,https://i.ytimg.com/vi/qgasli1u-Ag/default.jpg,False,False,False,3.478333056616304,151.38498594941788
UtqE056lqas,17.14.11,"Lagira Zhala Jee - लगिरा झला जी - Episode 172  - November 13, 2017 - Preview",zeemarathi,24,2017-11-12T02:23:48.000Z,"Zee marathi|""Lagira Zhala Jee""|""full episode""|""marathi""|""show""|""serial""|""daily soap""|""ozee""|""watch online""|""television""",78447,241,11,13,https://i.ytimg.com/vi/UtqE056lqas/default.jpg,False,False,False,0.30721378765281016,1853.846153846154
ZJaR1RPrvkA,17.14.11,खेसारी लाल के जिंदगी की 15 अनसुनी कहानी  || Bhojpuri Hero Khesari Lal Yadav 15 Real Story,Bhojpuri Tube,24,2017-11-11T07:09:11.000Z,"Bhojpuri|""bhojpurinew""|""bhojpuritube""|""tubebhojpuri""|""bhojpurihd""|""bhojpurilive""|""bhojpurilanguage""|""hindibhojpuri""|""bhojpuriworld""|""Bhojpurivideo""|""bhojpurinews""|""bhojpurisinger""|""bhojpuriactor""|""Khesari""|""KhesariLalYadav""|""KhesariLalYadavWiki""|""KhesariLalYadavBiography""|""KhesariLalYadavFamily""|""KhesariLalyadav15Sory""|""KhesariLalFather""|""KhesariLalVideo""|""KhesariLalBhojpuri""|""KhesariBhojpuriTube""|""BhojpuriKhesariLal""|""KhesariLalNews""|""KhesariLetestVideo""|""KhesariLalnewVideo""|""KhesariLalYadavHDVideo""",218178,1373,214,118,https://i.ytimg.com/vi/ZJaR1RPrvkA/default.jpg,False,False,False,0.6293026794635572,1163.5593220338983
7HTw1Jz5lcQ,17.14.11,ಬಿಗ್ ಬಾಸ್ ಐದರ ಶ್ರೀಮಂತ ಮತ್ತು ಕಡು ಬಡವ ಸ್ಪರ್ದಿ ಯಾರು ಶಾಕಿಂಗ್ | big boss poor contestant,SANDALWOOD REVIEWS,1,2017-11-11T03:36:47.000Z,"big boss|""kannada big boss rich and poor contestant""|""kannada big boss""|""kannada bigg boss""|""kannada bigg boss 5 contestants""|""bigg boss kannada season 5""|""bigg boss kannada""|""kannada bigg boss season 5""",103665,566,66,76,https://i.ytimg.com/vi/7HTw1Jz5lcQ/default.jpg,False,False,False,0.545989485361501,744.7368421052632
d380meD0W0M,17.14.11,I Dare You: GOING BALD!?,nigahiga,24,2017-11-12T18:01:41.000Z,"ryan|""higa""|""higatv""|""nigahiga""|""i dare you""|""idy""|""rhpc""|""dares""|""no truth""|""comments""|""comedy""|""funny""|""stupid""|""fail""",2095731,132237,1989,17518,https://i.ytimg.com/vi/d380meD0W0M/default.jpg,False,False,False,6.309826976840062,754.8635689005594
NgEgYjvh6rE,17.14.11,FilterCopy | Types Of Men You Meet On A Date | Ft. Irrfan and Parvathy,FilterCopy,23,2017-11-09T06:39:48.000Z,"irrfan|""khan""|""parvathy""|""QQS""|""Qarib Qarib Singlle""|""movie""|""date""|""relationship""|""love""|""girlfriend""|""boyfriend""|""bae""|""sketch comedy""|""meme""|""funny""|""haha""|""filtercopy""|""filter copy""|""pocket aces""|""dice media""|""viral video""|""webseries""|""web series""|""comedy""|""all india bakchod""|""being indian""|""tvf qtiyapa""|""scoopwhoop""|""rajnikant vs CID jokes""|""RVCJ""|""buzzfeed""|""east india comedy""|""the viral fever""|""timeliners""|""girliyapa""|""netflix""|""BYN""|""ashish chanchalani""|""vines""|""screenpatti""|""bakchod""|""SIT""|""irfan""|""irrfan khan""|""irfan khan""",1014724,25413,891,1030,https://i.ytimg.com/vi/NgEgYjvh6rE/default.jpg,False,False,False,2.504424848530241,2467.2815533980583
yqV4godQ7Xk,17.14.11,Actor Rajasekhar Exclusive Interview | Frankly With TNR #83 | Talking Movies With iDream #554,iDream Telugu Movies,24,2017-11-10T16:11:19.000Z,"#Franklywithtnr|""#tnr83""|""#83Tnr""|""Actor Rajasekhar Interview""|""Hero Rajasekhar Interview""|""Actor Rajasekhar exclusive Interview""|""Jeevitha Rajasekhar Interview""|""Rajasekhar Candid Interview with TNR""|""Tnr Interview with Rajasekhar""|""Rajasekhar Tnr Interviews""|""Tnr Latest Interviews""|""idream Tnr Interviews""|""Tnr Interview PSV Garuda Vega actor Rajasekhar""|""Frankly With TNR Latest Interview""|""PSV Garuda Vega Movie""|""PSV Garuda Vega Movie Songs""|""Tnr Rajasekhar Candid Interviews""|""Tnr""",277050,2131,113,538,https://i.ytimg.com/vi/yqV4godQ7Xk/default.jpg,False,False,False,0.7691752391265114,396.09665427509293
Svdb9YT86vc,17.14.11,వీళ్ళేమో టాప్ విలన్స్ కానీ వీళ్ళ భార్య లు టాప్ హీరోయిన్స్ | 6 Tollywood Villains Wives | Gossip Adda,Gossip Adda,24,2017-11-11T08:43:52.000Z,"gossips|""gossip adda""|""tollywood""|""tollywood news""|""tollywood updates""|""వీళ్ళేమో టాప్ విలన్స్ కానీ వీళ్ళ భార్య లు టాప్ హీరోయిన్స్""|""Tollywood Villains Wives""|""వీళ్ళేమో""|""టాప్ విలన్స్""|""కానీ వీళ్ళ""|""భార్య లు""|""టాప్ హీరోయిన్స్""|""telugu villain wives""|""tollywood villains families""|""raghuvaran wife rohini""|""villain avinash wife malavika""|""villain kulakarni wife geetanjali kulakarni""|""ashish vidyarthi wife rajoshi vidyarthi""|""murli sharma wife ashwini kalsekar""|""biju menon wife samyuktha""",109580,391,73,18,https://i.ytimg.com/vi/Svdb9YT86vc/default.jpg,False,False,False,0.3568169373973353,2172.222222222222
_bNrVP6CCfs,17.14.11,Aramm - Aram Movie Review - Nayantharaa - Tamil Talkies,Tamil Talkies,24,2017-11-10T20:45:14.000Z,"Tamil Cinema (Film Genre)|""Review""|""Tamil movies review""|""tamil new movies online""|""tamil movies rating and review""|""review and rating""|""tamil new movies review""|""tamil new movies honest review""|""tamil talkies""|""tamil talkies.net""",308394,5415,1833,568,https://i.ytimg.com/vi/_bNrVP6CCfs/default.jpg,False,False,False,1.7558707367847624,953.3450704225352
h6Z9mmSNJcw,17.14.11,মাত্র ১ ফোটা ব্যবহারে লিঙ্গ ২ ঘন্টা দাড়িয়ে থাকবে ষ্টিলের মতো-How To Make Healthy Leech Oil At Home,Health Tips - Hakim Bari,26,2017-11-11T06:50:54.000Z,"Make Healthy Leech Oil|""Healthy Leech Oil""|""healthy oil""|""oil for health""|""health benefits of oil""|""oil benefits""|""How To Make Healthy Leech Oil At Home""|""easy ways to make oil""|""leech oil for men""",298998,1260,371,0,https://i.ytimg.com/vi/h6Z9mmSNJcw/default.jpg,True,False,False,0.42140750105351876,inf
FBzjw0yPup0,17.14.11,dayyam pattindi  | comedy | my village show,My Village Show,23,2017-11-10T08:51:25.000Z,"my village show|""anji mama""|""raju""|""sriram srikanth""|""gangavva""|""village""|""dayyam pattudu""|""spirtual""",748248,18891,1001,2078,https://i.ytimg.com/vi/FBzjw0yPup0/default.jpg,False,False,False,2.5246976938127466,909.0952839268529
A_XgvSkbCvM,17.14.11,ചാക്കോച്ചൻ ഇത്ര മനോഹരമായി പാടുമെന്ന് കരുതിയില്ല | Kunchacko Boban singing a cute song for his wife,Cinemakkaryam,24,2017-11-13T02:03:35.000Z,"kunchacko boban|""kunchako boban""|""kunchacko boban song""|""kunchacko boban singing for wife""|""Cinemakkaryam""|""Mammootty""|""Mohanlal""|""Prithviraj""|""Dulquer Salmaan""|""Nivin pauly""|""Dileep""|""Malayalam movies""|""official trailer""|""vijay yesudas""|""Chackochan""|""Kunchacko song""|""funny malayalam""|""asianet news""|""mazhavil maorama""|""flowers comedy supernite""|""uppum mulakum""|""kunchacko boaban movies""|""vijay yesudas song""",17006,287,2,11,https://i.ytimg.com/vi/A_XgvSkbCvM/default.jpg,False,False,False,1.687639656591791,2609.090909090909
uzcHSrzwp9I,17.14.11,விக்ரம் மனைவி பற்றி பலரும் அறியாத உண்மைகள் | Tamil Cinema News | Kollywood News | Latest Seithigal,TamilCrowd,24,2017-11-11T05:52:41.000Z,"tamil crowd|""tamilcrowd""|""kollywood news""|""tamil cinema""|""latest news""|""cinema seithigal""|""tamil news""|""cinema news""|""tamil""|""actor""|""vikram""|""family""|""son""|""daughter""|""wife""|""dhruv""|""akshita""|""shailaja""|""shailaja balakrishnan""",377572,1717,170,55,https://i.ytimg.com/vi/uzcHSrzwp9I/default.jpg,False,False,False,0.4547477037492187,3121.818181818182
B6IxqP9z9XE,17.14.11,லட்சுமி கதையும் அதன் விமர்சனமும் | Lakshmi - Short Film Real Story | TPEXC_15,Tamil Pokkisham,24,2017-11-11T10:34:02.000Z,"Biggboss latest episode|""biggboss""|""Vijay Tv""|""Lakshmi""|""Chennai Floods""|""Short film""|""pokkisham""|""latest episode""|""tamil latest news""|""tamil troll""|""biggboss episode""|""tamil hot""|""biggboss full episode""|""biggboss elimination""|""Pepper Media""|""Indiaglitz""|""Behindwoods""|""Fully Filmy""|""Madras Meter""|""Tamil Trolls""|""Tamil Dubsmash""|""Tamil News""|""Tamil Actress Hot""|""Tamil Couple Sex""|""Vaani Rani""|""Village food factory""|""Hot Video""|""Put chutney""|""Madras Central""|""Big boss promo""",134307,1762,104,437,https://i.ytimg.com/vi/B6IxqP9z9XE/default.jpg,False,False,False,1.31191970634442,403.2036613272311
